arrest_id_x,person_id,age_at_arrest,sex,race,arrest_date_current,arrest_id_y,charge_class_history,offense_category,arrest_date_history,y,charge_class_current,current_charge_felony,num_fel_arrests_last_year
6916269,56090,18.29041095890411,M,White,2016-06-25,732084,misdemeanor,property,2019-11-04,1,misdemeanor,0,1
7509640,60273,21.56438356164384,F,Black,2016-02-02,6864712,misdemeanor,property,2016-07-08,0,misdemeanor,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,1393532,misdemeanor,property,2019-06-26,0,misdemeanor,0,0
6649145,456897,24.86027397260274,M,Black,2016-09-11,8114143,misdemeanor,property,2015-07-28,0,felony,1,0
4837325,51323,32.26027397260274,M,White,2017-11-13,7145859,misdemeanor,property,2016-05-10,1,felony,1,3
7307171,1309468,35.24931506849315,F,White,2016-03-26,7019166,misdemeanor,drug,2016-05-24,0,misdemeanor,0,0
7408280,960754,23.98630136986301,M,Black,2016-02-27,8379750,misdemeanor,violent,2015-05-04,0,misdemeanor,0,0
3130830,1137620,33.10958904109589,M,Black,2018-08-24,8543668,misdemeanor,other,2015-03-13,1,misdemeanor,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,8652297,misdemeanor,property,2020-11-13,0,misdemeanor,0,0
4307219,251820,31.624657534246577,M,Black,2018-02-20,8483690,misdemeanor,other,2015-04-01,0,misdemeanor,0,0
5913001,6614,25.3972602739726,M,White,2017-04-09,7997259,misdemeanor,property,2015-09-02,0,felony,1,0
3368502,35378,62.18082191780822,M,Black,2018-07-26,10472748,misdemeanor,property,2013-06-04,0,misdemeanor,0,0
4452127,990237,21.10958904109589,F,Black,2018-01-24,5866321,misdemeanor,other,2017-04-20,0,misdemeanor,0,0
7473272,1354979,34.85479452054795,F,White,2016-02-11,10824060,misdemeanor,drug,2013-02-01,0,misdemeanor,0,0
6192743,2497431,18.84931506849315,M,Black,2017-01-27,7755250,misdemeanor,drug,2015-11-16,1,felony,1,1
3743125,1039918,43.69315068493151,F,White,2018-05-18,1783728,misdemeanor,violent,2019-05-03,0,misdemeanor,0,0
4207288,1488855,31.80821917808219,F,mixed,2018-03-09,10758730,misdemeanor,drug,2013-02-25,0,misdemeanor,0,0
6984750,1059734,27.78904109589041,F,Black,2016-06-04,6984750,misdemeanor,drug,2016-06-04,1,misdemeanor,0,1
4973877,910635,61.01643835616439,M,Black,2017-10-22,9474358,misdemeanor,drug,2014-05-08,0,misdemeanor,0,0
4837325,51323,32.26027397260274,M,White,2017-11-13,5001525,felony,other,2017-10-17,1,felony,1,3
4937826,56410,33.4027397260274,M,Black,2017-10-27,3948662,misdemeanor,property,2018-04-12,0,misdemeanor,0,0
4761709,51435,33.465753424657535,M,Black,2017-11-24,8581376,misdemeanor,other,2015-02-27,0,misdemeanor,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,1343121,misdemeanor,property,2019-07-06,0,misdemeanor,0,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,3733495,misdemeanor,drug,2018-05-21,0,misdemeanor,0,0
6990731,988645,18.816438356164383,M,Black,2016-06-02,6865604,misdemeanor,property,2016-07-08,0,misdemeanor,0,0
5560404,2497447,55.80821917808219,F,Black,2017-07-04,7911242,misdemeanor,property,2015-09-29,0,felony,1,0
3039691,15353,34.391780821917806,F,White,2018-09-11,6319876,misdemeanor,violent,2016-12-19,1,misdemeanor,0,0
5059344,8819,42.56438356164384,M,Black,2017-10-05,10538559,felony,violent,2013-05-13,1,felony,1,0
6243514,85246,19.75068493150685,M,Black,2017-01-12,7353880,felony,violent,2016-03-14,0,misdemeanor,0,4
7583303,913768,41.04383561643836,M,Black,2016-01-08,10700504,misdemeanor,other,2013-03-17,0,misdemeanor,0,0
4552038,60332,25.438356164383563,M,Black,2018-01-05,9668580,felony,violent,2014-03-04,0,felony,1,3
5560634,316053,41.33698630136986,F,White,2017-07-03,8452096,felony,violent,2015-04-11,0,misdemeanor,0,0
2788963,46101,46.00547945205479,M,White,2018-10-29,20283301,felony,violent,2012-03-07,0,misdemeanor,0,0
3392137,74829,27.47945205479452,M,Black,2018-07-21,1999350,misdemeanor,other,2019-03-26,0,misdemeanor,0,0
6957590,1297492,22.775342465753425,M,White,2016-06-13,10360572,misdemeanor,property,2013-07-13,0,misdemeanor,0,0
2586870,24750,35.0958904109589,M,White,2018-12-06,11117030,misdemeanor,property,2012-10-15,0,misdemeanor,0,0
4541881,1103608,27.410958904109588,F,White,2018-01-09,10525906,misdemeanor,drug,2013-05-17,0,misdemeanor,0,0
4251991,98350,53.772602739726025,M,Black,2018-03-02,4251992,misdemeanor,violent,2018-03-02,0,misdemeanor,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,1696974,misdemeanor,property,2020-05-15,0,misdemeanor,0,0
6186016,83127,21.172602739726027,M,Black,2017-01-28,6186016,felony,property,2017-01-28,1,felony,1,0
6186016,83127,21.172602739726027,M,Black,2017-01-28,5773088,felony,drug,2017-05-15,1,felony,1,0
6759183,79024,37.75616438356165,M,Black,2016-08-10,9037003,felony,violent,2014-09-22,0,misdemeanor,0,0
2922536,71257,33.32054794520548,M,Black,2018-10-02,5350393,misdemeanor,property,2017-08-15,0,misdemeanor,0,0
7307141,8778,34.32876712328767,M,Black,2016-03-26,5749970,misdemeanor,violent,2017-05-20,1,felony,1,2
6957590,1297492,22.775342465753425,M,White,2016-06-13,8127671,misdemeanor,drug,2015-07-24,0,misdemeanor,0,0
4668826,29542,28.698630136986303,F,White,2017-12-09,8309850,misdemeanor,other,2015-05-27,0,misdemeanor,0,0
6045036,28614,25.895890410958906,M,Black,2017-03-05,4630193,misdemeanor,violent,2017-12-18,0,misdemeanor,0,0
3130830,1137620,33.10958904109589,M,Black,2018-08-24,7905972,misdemeanor,property,2015-09-30,1,misdemeanor,0,0
4207288,1488855,31.80821917808219,F,mixed,2018-03-09,6726312,misdemeanor,drug,2016-08-19,0,misdemeanor,0,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,9191132,misdemeanor,property,2014-08-04,0,felony,1,1
3551844,2003,53.465753424657535,M,Black,2018-06-22,4550037,misdemeanor,property,2018-01-06,0,felony,1,0
6743620,3198323,19.964383561643835,M,White,2016-08-15,6743620,misdemeanor,other,2016-08-15,0,misdemeanor,0,0
4559816,23784,26.156164383561645,F,White,2018-01-03,4134331,felony,property,2018-03-23,1,felony,1,0
5885165,597360,23.21917808219178,M,Black,2017-04-16,5885165,felony,drug,2017-04-16,0,felony,1,0
5598626,1352734,28.86575342465753,M,White,2017-06-23,3461222,misdemeanor,other,2018-07-11,0,misdemeanor,0,0
4448872,27558,37.512328767123286,M,Black,2018-01-25,3843513,misdemeanor,other,2018-05-01,0,misdemeanor,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,5460660,misdemeanor,property,2017-07-25,0,misdemeanor,0,0
6397938,2106053,47.74520547945205,F,White,2016-11-21,6934708,misdemeanor,violent,2016-06-18,0,felony,1,0
3787339,25110,22.95616438356164,M,Black,2018-05-10,8531937,felony,violent,2015-03-17,1,misdemeanor,0,2
5936893,1247697,17.542465753424658,M,White,2017-04-02,5936893,felony,violent,2017-04-02,0,felony,1,0
6215292,351751,23.90410958904109,F,White,2017-01-20,3229568,misdemeanor,drug,2018-08-03,0,misdemeanor,0,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,8948357,misdemeanor,drug,2014-10-24,0,felony,1,1
5757564,47004,55.87123287671233,M,Black,2017-05-18,1449363,misdemeanor,other,2019-06-14,0,misdemeanor,0,0
3679700,81979,57.31780821917808,F,Black,2018-05-30,3679700,misdemeanor,violent,2018-05-30,0,misdemeanor,0,0
5847419,2293944,38.96712328767124,M,Other,2017-04-25,7848029,misdemeanor,property,2015-10-17,0,misdemeanor,0,0
7021379,63935,29.64109589041096,F,White,2016-05-24,3050071,felony,property,2018-09-10,1,felony,1,4
6340185,54200,46.75068493150685,F,Black,2016-12-13,5372584,misdemeanor,property,2017-08-10,0,misdemeanor,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,3692086,misdemeanor,other,2018-05-29,0,misdemeanor,0,0
5749590,334186,35.76712328767123,M,,2017-05-21,1325042,misdemeanor,other,2019-07-10,0,misdemeanor,0,0
6688760,80009,32.86027397260274,M,,2016-08-30,6862481,felony,property,2016-07-09,1,felony,1,3
5915304,46960,24.994520547945207,F,White,2017-04-07,5915304,misdemeanor,property,2017-04-07,0,misdemeanor,0,0
4957370,26152,27.528767123287672,M,Black,2017-10-24,8189552,misdemeanor,property,2015-07-08,0,felony,1,1
6037598,92826,40.84657534246576,M,Black,2017-03-07,9655744,misdemeanor,other,2014-03-08,0,misdemeanor,0,0
6445341,48080,38.95890410958904,M,Black,2016-11-11,2505370,misdemeanor,property,2018-12-20,0,felony,1,0
7378080,50654,19.153424657534245,M,Black,2016-03-07,7378080,felony,drug,2016-03-07,1,felony,1,0
7462166,75450,53.10410958904109,M,White,2016-02-16,3043008,misdemeanor,drug,2018-09-11,0,misdemeanor,0,0
6215292,351751,23.90410958904109,F,White,2017-01-20,6780167,misdemeanor,drug,2016-08-04,0,misdemeanor,0,0
6995889,131507,31.076712328767123,M,mixed,2016-06-01,10895117,felony,violent,2013-01-07,0,misdemeanor,0,0
4078592,974497,26.5013698630137,M,Black,2018-04-01,4078592,felony,violent,2018-04-01,0,felony,1,0
6641052,13178,20.01095890410959,M,Black,2016-09-13,8174708,misdemeanor,property,2015-07-09,1,felony,1,0
3819130,2870,38.43835616438356,M,White,2018-05-04,6036259,misdemeanor,property,2017-03-07,0,misdemeanor,0,0
4613060,77608,36.35890410958904,F,White,2017-12-20,6069561,felony,drug,2017-02-27,1,misdemeanor,0,1
6313370,2792559,50.71780821917808,M,White,2016-12-21,6313371,misdemeanor,property,2016-12-21,0,misdemeanor,0,0
5828497,51883,25.980821917808218,M,mixed,2017-04-30,1815951,misdemeanor,violent,2019-04-27,0,misdemeanor,0,0
2827385,7833,40.71232876712329,F,Black,2018-10-21,7940960,felony,other,2015-09-18,0,misdemeanor,0,0
6595530,25238,20.353424657534248,M,White,2016-09-26,7199318,misdemeanor,property,2016-04-24,0,misdemeanor,0,0
5226476,85929,35.0,M,Black,2017-09-08,5030459,misdemeanor,violent,2017-10-11,0,misdemeanor,0,0
6194431,63048,26.27671232876712,F,White,2017-01-26,5524450,misdemeanor,other,2017-07-11,0,misdemeanor,0,0
4284534,33253,24.306849315068494,M,Black,2018-02-25,8197923,misdemeanor,property,2015-07-04,0,felony,1,0
5008270,316704,37.704109589041096,M,Other,2017-10-16,5330983,misdemeanor,other,2017-08-18,0,misdemeanor,0,0
4609251,4741,33.49589041095891,M,White,2017-12-21,1427079,misdemeanor,property,2019-06-19,1,misdemeanor,0,1
7307141,8778,34.32876712328767,M,Black,2016-03-26,8288340,felony,violent,2015-06-04,1,felony,1,2
4810567,1301492,26.76438356164384,M,Black,2017-11-16,11039914,misdemeanor,property,2012-11-13,0,felony,1,0
6982985,4981,37.38082191780822,M,White,2016-06-05,6982985,misdemeanor,other,2016-06-05,0,misdemeanor,0,1
5847328,3389220,33.04383561643836,M,White,2017-04-25,5732410,misdemeanor,other,2017-05-25,0,misdemeanor,0,0
2971473,929734,40.465753424657535,M,White,2018-09-24,11422983,misdemeanor,drug,2012-07-01,0,misdemeanor,0,0
4079940,15930,26.504109589041096,M,Black,2018-03-31,2783400,misdemeanor,other,2018-10-30,0,misdemeanor,0,0
5844042,57732,26.22739726027397,M,Black,2017-04-26,10099461,misdemeanor,drug,2013-10-11,0,felony,1,0
3787339,25110,22.95616438356164,M,Black,2018-05-10,4803835,felony,drug,2017-11-17,1,misdemeanor,0,2
4837325,51323,32.26027397260274,M,White,2017-11-13,10105727,misdemeanor,other,2013-10-09,1,felony,1,3
7030740,1439871,30.698630136986303,M,White,2016-05-20,9463613,felony,other,2014-05-12,1,misdemeanor,0,2
3166132,1289881,21.186301369863013,M,Black,2018-08-18,6786312,misdemeanor,drug,2016-08-02,0,misdemeanor,0,0
4130120,44351,27.8054794520548,F,Black,2018-03-24,3297427,misdemeanor,drug,2020-06-18,0,misdemeanor,0,0
4612496,68213,54.00547945205479,F,Black,2017-12-20,2888867,misdemeanor,other,2018-10-09,0,misdemeanor,0,0
5763206,146410,53.31506849315068,M,Black,2017-05-17,4568701,misdemeanor,other,2018-01-02,1,misdemeanor,0,0
6194431,63048,26.27671232876712,F,White,2017-01-26,8116698,misdemeanor,property,2015-07-28,0,misdemeanor,0,0
6645202,78786,24.15068493150685,M,White,2016-09-12,9833720,misdemeanor,property,2014-01-03,1,misdemeanor,0,0
3086994,1307719,22.10136986301369,M,Black,2018-09-03,2153660,misdemeanor,drug,2019-02-28,1,felony,1,0
7370720,26596,46.40547945205479,M,mixed,2016-03-09,8454825,misdemeanor,other,2015-04-10,0,misdemeanor,0,0
7488749,220893,18.24109589041096,F,Black,2016-02-08,5138063,misdemeanor,violent,2017-09-22,1,misdemeanor,0,0
6676950,3462861,71.27123287671233,M,Black,2016-09-02,7350683,misdemeanor,other,2016-03-15,0,misdemeanor,0,0
6478529,27249,22.87945205479452,M,Black,2016-11-01,6892080,misdemeanor,property,2016-07-03,0,misdemeanor,0,0
7061405,1113786,21.46027397260274,F,Black,2016-05-13,7061405,misdemeanor,property,2016-05-13,1,misdemeanor,0,0
5113359,1440050,27.572602739726022,M,White,2017-09-26,816243,felony,other,2019-10-15,0,felony,1,0
7234710,320960,29.51780821917808,M,White,2016-04-14,7970645,misdemeanor,other,2015-09-09,0,misdemeanor,0,0
4664272,34814,19.378082191780823,M,,2017-12-11,4664272,misdemeanor,property,2017-12-11,1,misdemeanor,0,1
5291769,3192537,49.96986301369863,M,White,2017-08-26,5291767,misdemeanor,other,2017-08-26,0,misdemeanor,0,0
4334398,12352,19.084931506849315,M,Black,2018-02-14,3202887,felony,property,2018-08-08,1,felony,1,1
6326198,3185585,50.45205479452055,M,Black,2016-12-17,6794652,misdemeanor,other,2016-07-30,0,misdemeanor,0,0
2901631,88044,58.2958904109589,M,Black,2018-10-08,10091425,felony,other,2013-10-16,0,misdemeanor,0,0
3201857,1064849,27.03287671232877,F,White,2018-08-08,3201857,misdemeanor,other,2018-08-08,0,misdemeanor,0,0
6507127,49237,20.09041095890411,M,Black,2016-10-22,7695691,felony,drug,2015-12-03,0,misdemeanor,0,2
7019251,253477,51.3013698630137,M,White,2016-05-24,7648515,misdemeanor,other,2015-12-16,0,misdemeanor,0,1
4777775,47754,36.44931506849315,F,White,2017-11-20,3075229,misdemeanor,property,2018-09-04,0,misdemeanor,0,0
6537189,1052139,48.367123287671234,M,White,2016-10-14,5395043,misdemeanor,other,2017-08-07,0,misdemeanor,0,0
3201857,1064849,27.03287671232877,F,White,2018-08-08,3442497,misdemeanor,other,2018-07-12,0,misdemeanor,0,0
4609251,4741,33.49589041095891,M,White,2017-12-21,4998760,misdemeanor,violent,2017-10-17,1,misdemeanor,0,1
4827776,1063563,30.816438356164383,M,White,2017-11-13,11932632,misdemeanor,property,2014-02-01,0,misdemeanor,0,0
5057571,66046,24.473972602739725,M,Black,2017-10-06,2137517,misdemeanor,violent,2019-03-04,1,misdemeanor,0,0
7255033,69058,49.24931506849315,F,mixed,2016-04-10,10299755,misdemeanor,property,2013-08-04,1,misdemeanor,0,0
7194627,65387,18.813698630136987,M,Black,2016-04-26,3514373,misdemeanor,other,2018-06-29,0,felony,1,1
7395386,1609935,41.40547945205479,,,2016-03-02,10702902,misdemeanor,other,2013-03-16,0,misdemeanor,0,0
6357251,349867,23.82191780821918,F,White,2016-12-09,6599157,misdemeanor,drug,2016-09-24,0,felony,1,0
5847328,3389220,33.04383561643836,M,White,2017-04-25,5847328,misdemeanor,other,2017-04-25,0,misdemeanor,0,0
6659898,1065548,18.39452054794521,M,White,2016-09-07,12005591,misdemeanor,drug,2018-06-30,0,misdemeanor,0,0
6837789,542158,31.87945205479452,M,mixed,2016-07-16,8401798,misdemeanor,property,2015-04-25,0,misdemeanor,0,0
5821772,1065197,18.03835616438356,M,White,2017-05-01,5821772,misdemeanor,property,2017-05-01,0,misdemeanor,0,0
4502396,29538,35.553424657534244,M,Black,2018-01-16,11279290,misdemeanor,other,2012-08-20,0,felony,1,0
5705381,720250,31.14246575342466,M,Black,2017-05-30,5815718,misdemeanor,property,2017-05-03,0,misdemeanor,0,0
4354694,92254,25.13150684931507,M,Black,2018-02-11,3059478,misdemeanor,property,2018-09-07,0,misdemeanor,0,0
2747588,70259,23.843835616438355,M,mixed,2018-11-03,2747588,misdemeanor,property,2018-11-03,0,misdemeanor,0,0
7465597,47273,23.38082191780822,M,Black,2016-02-13,9269732,misdemeanor,drug,2014-07-08,1,felony,1,0
6598254,2934116,37.6958904109589,M,White,2016-09-25,6503641,misdemeanor,other,2016-10-24,0,misdemeanor,0,0
6982985,4981,37.38082191780822,M,White,2016-06-05,7308940,felony,property,2016-03-25,0,misdemeanor,0,1
6822812,27924,20.48219178082192,M,White,2016-07-21,6488871,misdemeanor,property,2016-10-28,1,misdemeanor,0,0
6995174,33633,18.2986301369863,M,mixed,2016-06-01,6913414,felony,property,2016-06-27,1,misdemeanor,0,0
5698616,230874,39.18630136986302,M,mixed,2017-05-31,5698616,misdemeanor,violent,2017-05-31,0,misdemeanor,0,0
6759183,79024,37.75616438356165,M,Black,2016-08-10,4827774,misdemeanor,property,2017-11-13,0,misdemeanor,0,0
4771776,17881,31.526027397260275,M,Black,2017-11-21,4452193,misdemeanor,drug,2018-01-24,1,misdemeanor,0,1
4827776,1063563,30.816438356164383,M,White,2017-11-13,7960815,felony,property,2015-09-12,0,misdemeanor,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,10717719,misdemeanor,other,2013-03-11,0,misdemeanor,0,0
4129776,343162,28.81917808219178,M,Black,2018-03-24,11472298,misdemeanor,violent,2012-06-13,0,misdemeanor,0,0
